Qoil,Qwater,Qgas,BHP,WHP,WHT,Tsep,Psep,Choke_in
822.30,3289.00,2.88,4999.24,1803.49,156.88,101.86,300.00,0.54
2984.50,0.00,10.45,4932.28,2747.63,129.85,75.97,400.00,0.54
2533.00,633.20,8.87,4857.13,2579.95,136.10,80.68,400.00,0.54
2054.80,1369.80,7.19,4861.91,2413.65,143.14,86.76,400.00,0.54
1492.90,2239.30,5.23,4905.69,2189.63,149.73,93.71,400.00,0.54
822.30,3289.00,2.88,4999.24,1803.49,156.88,101.86,400.00,0.54
2984.50,0.00,10.45,4932.28,2747.64,129.85,75.97,500.00,0.54
2533.00,633.20,8.87,4857.13,2579.95,136.10,80.68,500.00,0.54
2054.80,1369.80,7.19,4861.91,2413.64,143.14,86.76,500.00,0.54
1492.90,2239.30,5.23,4905.69,2189.63,149.73,93.71,500.00,0.54
822.30,3289.00,2.88,4999.24,1803.49,156.88,101.86,500.00,0.54
2984.50,0.00,10.45,4932.28,2747.63,129.85,75.97,600.00,0.54
2533.00,633.20,8.87,4857.13,2579.95,136.10,80.68,600.00,0.54
2054.80,1369.80,7.19,4861.91,2413.64,143.14,86.76,600.00,0.54
1492.90,2239.30,5.23,4905.69,2189.63,149.73,93.71,600.00,0.54
822.30,3289.00,2.88,4999.24,1803.49,156.88,101.86,600.00,0.54
3963.20,0.00,13.87,4695.77,2278.80,143.52,87.27,100.00,0.70
3338.90,834.70,11.69,4603.54,2135.73,149.39,93.12,100.00,0.70
2704.50,1803.00,9.47,4614.65,2011.00,155.60,100.36,100.00,0.70
1972.30,2958.40,6.90,4674.75,1826.34,162.22,108.70,100.00,0.70
1091.50,4366.20,3.82,4799.32,1508.13,168.58,117.64,100.00,0.70
3963.20,0.00,13.87,4695.77,2278.80,143.52,87.27,200.00,0.70
3338.90,834.70,11.69,4603.54,2135.73,149.39,93.12,200.00,0.70
2704.50,1803.00,9.47,4614.65,2011.00,155.60,100.36,200.00,0.70
1972.30,2958.40,6.90,4674.75,1826.34,162.22,108.70,200.00,0.70
1091.50,4366.20,3.82,4799.32,1508.13,168.58,117.64,200.00,0.70
3963.20,0.00,13.87,4695.77,2278.80,143.52,87.27,300.00,0.70
3338.90,834.70,11.69,4603.54,2135.73,149.39,93.12,300.00,0.70
2704.50,1803.00,9.47,4614.65,2011.00,155.60,100.36,300.00,0.70
1972.30,2958.40,6.90,4674.75,1826.34,162.22,108.70,300.00,0.70
1091.50,4366.20,3.82,4799.32,1508.13,168.58,117.64,300.00,0.70
3963.20,0.00,13.87,4695.77,2278.80,143.52,87.27,400.00,0.70
3338.90,834.70,11.69,4603.54,2135.73,149.39,93.12,400.00,0.70
2704.50,1803.00,9.47,4614.65,2011.00,155.60,100.36,400.00,0.70
1972.30,2958.40,6.90,4674.75,1826.34,162.22,108.70,400.00,0.70
1091.50,4366.20,3.82,4799.32,1508.13,168.58,117.64,400.00,0.70
3963.20,0.00,13.87,4695.77,2278.80,143.52,87.27,500.00,0.70
3338.90,834.70,11.69,4603.54,2135.73,149.39,93.12,500.00,0.70
2704.50,1803.00,9.47,4614.65,2011.00,155.60,100.36,500.00,0.70
1972.30,2958.40,6.90,4674.75,1826.34,162.22,108.70,500.00,0.70
1091.50,4366.20,3.82,4799.32,1508.13,168.58,117.64,500.00,0.70
3963.20,0.00,13.87,4695.77,2278.80,143.52,87.27,600.00,0.70
3338.90,834.70,11.69,4603.54,2135.73,149.39,93.12,600.00,0.70
2704.50,1803.00,9.47,4614.65,2011.00,155.60,100.36,600.00,0.70
1972.30,2958.40,6.90,4674.75,1826.34,162.22,108.70,600.00,0.70
1091.50,4366.20,3.82,4799.32,1508.13,168.58,117.64,600.00,0.70
4752.20,0.00,16.63,4497.00,1829.51,151.96,96.10,100.00,0.90
3986.50,996.60,13.95,4391.48,1708.84,157.33,102.36,100.00,0.90
3236.60,2157.70,11.33,4406.38,1605.15,163.34,110.25,100.00,0.90
2373.80,3560.70,8.31,4477.41,1457.62,169.72,119.27,100.00,0.90
1323.00,5292.20,4.63,4626.08,1194.92,175.83,128.74,100.00,0.90
4752.20,0.00,16.63,4497.01,1829.51,151.96,96.10,200.00,0.90
3986.50,996.60,13.95,4391.48,1708.84,157.33,102.36,200.00,0.90
3236.60,2157.70,11.33,4406.38,1605.15,163.34,110.25,200.00,0.90
2373.80,3560.70,8.31,4477.41,1457.62,169.72,119.27,200.00,0.90
1323.00,5292.20,4.63,4626.08,1194.92,175.83,128.74,200.00,0.90
4752.20,0.00,16.63,4497.01,1829.51,151.96,96.10,300.00,0.90
3986.50,996.60,13.95,4391.48,1708.84,157.33,102.36,300.00,0.90
3236.60,2157.70,11.33,4406.38,1605.15,163.34,110.25,300.00,0.90
2373.80,3560.70,8.31,4477.41,1457.62,169.72,119.27,300.00,0.90
1323.00,5292.20,4.63,4626.08,1194.92,175.83,128.74,300.00,0.90
4752.20,0.00,16.63,4497.01,1829.51,151.96,96.10,400.00,0.90
3986.50,996.60,13.95,4391.48,1708.84,157.33,102.36,400.00,0.90
3236.60,2157.70,11.33,4406.38,1605.15,163.34,110.25,400.00,0.90
2373.80,3560.70,8.31,4477.41,1457.62,169.72,119.27,400.00,0.90
1323.00,5292.20,4.63,4626.08,1194.92,175.83,128.74,400.00,0.90
4752.20,0.00,16.63,4497.01,1829.51,151.96,96.10,500.00,0.90
3986.50,996.60,13.95,4391.48,1708.84,157.33,102.36,500.00,0.90
3236.60,2157.70,11.33,4406.38,1605.15,163.34,110.25,500.00,0.90
2373.80,3560.70,8.31,4477.41,1457.62,169.72,119.27,500.00,0.90
1323.00,5291.90,4.63,4626.13,1195.01,175.83,128.74,500.00,0.90
4752.20,0.00,16.63,4497.01,1829.51,151.96,96.10,600.00,0.90
3986.50,996.60,13.95,4391.48,1708.84,157.33,102.36,600.00,0.90
3236.60,2157.70,11.33,4406.38,1605.15,163.34,110.25,600.00,0.90
2373.80,3560.70,8.31,4477.41,1457.62,169.72,119.27,600.00,0.90
1319.60,5278.60,4.62,4628.63,1200.08,175.73,128.59,600.00,0.90
5274.70,0.00,18.46,4361.18,1494.36,156.68,101.61,100.00,1.16
4415.50,1103.90,15.45,4245.86,1385.40,161.59,107.90,100.00,1.16
3594.90,2396.60,12.58,4263.01,1294.03,167.69,116.29,100.00,1.16
2646.70,3970.00,9.26,4341.05,1167.91,173.78,125.48,100.00,1.16
1483.80,5935.30,5.19,4504.82,947.97,179.73,135.19,100.00,1.16
5274.70,0.00,18.46,4361.18,1494.36,156.68,101.61,200.00,1.16
4415.50,1103.90,15.45,4245.86,1385.40,161.59,107.90,200.00,1.16
3594.90,2396.60,12.58,4263.01,1294.03,167.69,116.29,200.00,1.16
2646.70,3970.00,9.26,4341.05,1167.91,173.78,125.48,200.00,1.16
1483.80,5935.30,5.19,4504.82,947.96,179.73,135.19,200.00,1.16
5274.70,0.00,18.46,4361.18,1494.36,156.68,101.61,300.00,1.16
4415.50,1103.90,15.45,4245.85,1385.40,161.59,107.90,300.00,1.16
3594.90,2396.60,12.58,4263.01,1294.03,167.69,116.29,300.00,1.16
2646.70,3970.00,9.26,4341.05,1167.91,173.78,125.48,300.00,1.16
1483.80,5935.30,5.19,4504.82,947.97,179.73,135.19,300.00,1.16
5274.70,0.00,18.46,4361.18,1494.36,156.68,101.61,400.00,1.16
4415.50,1103.90,15.45,4245.85,1385.40,161.59,107.90,400.00,1.16
3594.90,2396.60,12.58,4263.01,1294.03,167.69,116.29,400.00,1.16
2646.70,3970.00,9.26,4341.05,1167.91,173.78,125.48,400.00,1.16
1482.50,5930.00,5.19,4505.82,950.26,179.70,135.13,400.00,1.16
5274.70,0.00,18.46,4361.18,1494.36,156.68,101.61,500.00,1.16
4415.50,1103.90,15.45,4245.86,1385.40,161.59,107.90,500.00,1.16
3594.90,2396.60,12.58,4263.01,1294.03,167.69,116.29,500.00,1.16
2645.20,3967.80,9.26,4341.78,1169.64,173.76,125.45,500.00,1.16
1468.60,5874.50,5.14,4516.30,973.71,179.37,134.59,500.00,1.16
5274.40,0.00,18.46,4361.28,1494.62,156.67,101.61,600.00,1.16
4411.20,1102.80,15.44,4247.31,1388.83,161.55,107.85,600.00,1.16
3585.80,2390.60,12.55,4266.74,1300.27,167.59,116.15,600.00,1.16
2629.20,3943.80,9.20,4349.79,1188.44,173.52,125.08,600.00,1.16
1442.80,5771.20,5.05,4535.79,1012.87,178.76,133.57,600.00,1.16
5558.40,0.00,19.45,4285.77,1295.19,158.94,104.45,100.00,1.50
4654.40,1163.60,16.29,4164.47,1192.89,163.91,110.96,100.00,1.50
3790.40,2527.00,13.27,4182.93,1105.99,169.69,119.26,100.00,1.50
2799.50,4199.30,9.80,4263.59,991.85,175.74,128.62,100.00,1.50
1573.60,6294.20,5.51,4436.76,797.29,181.60,138.39,100.00,1.50
5558.40,0.00,19.45,4285.77,1295.19,158.94,104.45,200.00,1.50
4654.40,1163.60,16.29,4164.47,1192.89,163.91,110.96,200.00,1.50
3790.40,2527.00,13.27,4182.93,1105.99,169.69,119.26,200.00,1.50
2799.50,4199.30,9.80,4263.59,991.85,175.74,128.62,200.00,1.50
1573.60,6294.20,5.51,4436.76,797.29,181.60,138.39,200.00,1.50
5558.40,0.00,19.45,4285.77,1295.19,158.94,104.45,300.00,1.50
4654.40,1163.60,16.29,4164.47,1192.89,163.91,110.96,300.00,1.50
3790.40,2527.00,13.27,4182.93,1105.99,169.69,119.26,300.00,1.50
2799.30,4198.90,9.80,4263.69,992.13,175.74,128.62,300.00,1.50
1568.30,6273.40,5.49,4440.73,807.23,181.50,138.21,300.00,1.50
5557.00,0.00,19.45,4286.15,1296.21,158.93,104.44,400.00,1.50
4652.00,1163.00,16.28,4165.29,1194.95,163.89,110.93,400.00,1.50
3784.50,2523.00,13.25,4185.38,1112.12,169.63,119.17,400.00,1.50
2787.70,4181.60,9.76,4269.59,1007.10,175.60,128.39,400.00,1.50
1549.10,6196.30,5.42,4455.37,839.80,181.11,137.55,400.00,1.50
5538.90,0.00,19.39,4290.94,1307.23,158.78,104.26,500.00,1.50
4628.40,1157.10,16.20,4173.33,1212.36,163.66,110.62,500.00,1.50
3761.50,2507.70,13.17,4194.78,1135.89,169.39,118.82,500.00,1.50
2759.90,4139.90,9.66,4283.73,1038.39,175.26,127.84,500.00,1.50
1521.70,6087.00,5.33,4476.13,884.49,180.57,136.61,500.00,1.50
5505.60,0.00,19.27,4299.81,1331.58,158.52,103.92,600.00,1.50
4593.60,1148.40,16.08,4185.17,1242.32,163.32,110.18,600.00,1.50
3724.00,2482.70,13.03,4210.13,1170.84,169.01,118.25,600.00,1.50
2724.30,4086.50,9.54,4301.84,1080.10,174.82,127.13,600.00,1.50
1491.40,5965.80,5.22,4499.08,938.84,179.91,135.49,600.00,1.50
5686.20,0.00,19.90,4251.78,1202.89,159.96,105.73,100.00,1.94
4757.70,1189.40,16.65,4128.35,1102.86,164.80,112.19,100.00,1.94
3879.70,2586.50,13.58,4146.36,1018.81,170.60,120.62,100.00,1.94
2865.90,4298.80,10.03,4229.82,908.32,176.56,129.94,100.00,1.94
1615.30,6461.40,5.65,4405.00,725.47,182.43,139.83,100.00,1.94
5686.20,0.00,19.90,4251.78,1202.89,159.96,105.73,200.00,1.94
4757.70,1189.40,16.65,4128.35,1102.86,164.80,112.19,200.00,1.94
3879.60,2586.40,13.58,4146.41,1018.94,170.60,120.62,200.00,1.94
2864.90,4297.30,10.03,4230.32,909.61,176.54,129.92,200.00,1.94
1610.90,6443.40,5.64,4408.41,734.15,182.34,139.68,200.00,1.94
5680.10,0.00,19.88,4253.41,1207.40,159.91,105.67,300.00,1.94
4749.60,1187.40,16.62,4131.25,1110.42,164.74,112.10,300.00,1.94
3868.60,2579.00,13.54,4150.94,1030.73,170.49,120.45,300.00,1.94
2851.50,4277.20,9.98,4237.13,927.55,176.38,129.66,300.00,1.94
1592.70,6370.80,5.57,4422.21,762.98,181.98,139.05,300.00,1.94
5656.60,0.00,19.80,4259.65,1224.82,159.72,105.44,400.00,1.94
4726.20,1181.60,16.54,4139.54,1132.03,164.55,111.83,400.00,1.94
3842.00,2561.30,13.45,4161.82,1055.07,170.21,120.05,400.00,1.94
2826.80,4240.20,9.89,4249.69,957.84,176.08,129.17,400.00,1.94
1570.60,6282.40,5.50,4439.01,805.15,181.54,138.29,400.00,1.94
5621.70,0.00,19.68,4268.93,1250.56,159.44,105.09,500.00,1.94
4690.50,1172.60,16.42,4152.16,1161.38,164.26,111.42,500.00,1.94
3808.80,2539.20,13.33,4175.42,1088.71,169.88,119.54,500.00,1.94
2795.20,4192.70,9.78,4265.80,997.17,175.69,128.54,500.00,1.94
1540.80,6163.30,5.39,4461.64,855.03,180.95,137.27,500.00,1.94
5574.80,0.00,19.51,4281.40,1282.75,159.07,104.62,600.00,1.94
4648.20,1162.10,16.27,4166.56,1198.09,163.85,110.88,600.00,1.94
3767.60,2511.70,13.19,4192.31,1129.39,169.45,118.92,600.00,1.94
2755.40,4133.00,9.64,4286.05,1044.13,175.20,127.75,600.00,1.94
1506.70,6026.90,5.27,4487.54,911.92,180.27,136.09,600.00,1.94
5737.10,0.00,20.08,4238.26,1167.63,160.36,106.24,100.00,2.50
4798.50,1199.60,16.80,4113.84,1068.09,165.13,112.65,100.00,2.50
3911.30,2607.50,13.69,4133.45,984.64,170.92,121.10,100.00,2.50
2892.60,4338.90,10.12,4216.20,876.98,176.88,130.48,100.00,2.50
1629.40,6517.50,5.70,4394.33,699.23,182.70,140.31,100.00,2.50
5732.60,0.00,20.06,4239.44,1170.93,160.33,106.20,200.00,2.50
4792.40,1198.10,16.77,4116.00,1073.79,165.08,112.58,200.00,2.50
3904.40,2602.90,13.67,4136.27,992.10,170.85,120.99,200.00,2.50
2884.40,4326.60,10.10,4220.40,888.17,176.78,130.31,200.00,2.50
1619.00,6475.90,5.67,4402.24,718.21,182.50,139.96,200.00,2.50
5713.90,0.00,20.00,4244.41,1184.86,160.18,106.01,300.00,2.50
4774.60,1193.60,16.71,4122.36,1090.50,164.94,112.38,300.00,2.50
3886.50,2591.00,13.60,4143.60,1011.43,170.67,120.72,300.00,2.50
2864.00,4296.00,10.02,4230.75,910.62,176.53,129.91,300.00,2.50
1600.70,6402.60,5.60,4416.16,750.07,182.13,139.33,300.00,2.50
5682.20,0.00,19.89,4252.84,1205.71,159.92,105.69,400.00,2.50
4745.30,1186.30,16.61,4132.77,1114.37,164.70,112.05,400.00,2.50
3859.70,2573.10,13.51,4154.57,1039.03,170.40,120.31,400.00,2.50
2839.60,4259.30,9.94,4243.21,943.40,176.23,129.42,400.00,2.50
1576.80,6307.20,5.52,4434.29,793.38,181.66,138.51,400.00,2.50
5644.80,0.00,19.76,4262.79,1233.49,159.63,105.32,500.00,2.50
4711.00,1177.70,16.49,4144.96,1146.07,164.43,111.66,500.00,2.50
3824.10,2549.40,13.38,4169.17,1073.99,170.03,119.77,500.00,2.50
2805.50,4208.30,9.82,4260.51,983.51,175.82,128.74,500.00,2.50
1546.50,6186.00,5.41,4457.33,844.48,181.06,137.46,500.00,2.50
5596.20,0.00,19.59,4275.73,1266.97,159.24,104.83,600.00,2.50
4665.20,1166.30,16.33,4160.80,1183.44,164.02,111.09,600.00,2.50
3780.90,2520.60,13.23,4186.85,1115.47,169.59,119.12,600.00,2.50
2765.90,4148.90,9.68,4280.68,1031.80,175.33,127.96,600.00,2.50
1512.00,6047.90,5.29,4483.56,902.43,180.38,136.28,600.00,2.50
748.50,0.00,2.99,5433.86,3590.92,81.60,60.15,100.00,0.25
654.80,163.70,2.62,5409.72,3339.11,84.98,60.23,100.00,0.25
541.70,361.20,2.17,5405.92,3122.88,88.88,60.64,100.00,0.25
399.20,598.80,1.60,5413.53,2863.75,93.18,61.47,100.00,0.25
223.20,892.70,0.89,5435.32,2380.74,98.34,62.70,100.00,0.25
734.80,0.00,2.94,5436.91,3539.12,81.20,60.15,200.00,0.25
643.10,160.80,2.57,5413.13,3285.67,84.53,60.23,200.00,0.25
541.70,361.20,2.17,5405.92,3122.88,88.88,60.64,200.00,0.25
399.20,598.80,1.60,5413.53,2863.75,93.18,61.47,200.00,0.25
223.20,892.70,0.89,5435.32,2380.74,98.34,62.70,200.00,0.25
697.60,0.00,2.79,5445.16,3384.95,80.13,60.14,300.00,0.25
630.70,157.70,2.52,5416.72,3232.69,84.06,60.22,300.00,0.25
541.70,361.20,2.17,5405.92,3122.88,88.88,60.64,300.00,0.25
399.20,598.80,1.60,5413.53,2863.75,93.18,61.47,300.00,0.25
223.20,892.70,0.89,5435.32,2380.74,98.34,62.70,300.00,0.25
668.40,0.00,2.67,5451.65,3274.62,79.29,60.14,400.00,0.25
619.30,154.80,2.48,5420.05,3187.77,83.62,60.22,400.00,0.25
541.70,361.20,2.17,5405.92,3122.88,88.88,60.64,400.00,0.25
399.20,598.80,1.60,5413.53,2863.75,93.18,61.47,400.00,0.25
223.20,892.70,0.89,5435.32,2380.74,98.34,62.70,400.00,0.25
638.20,0.00,2.55,5458.36,3167.00,78.41,60.13,500.00,0.25
613.20,153.30,2.45,5421.83,3169.72,83.39,60.22,500.00,0.25
541.70,361.20,2.17,5405.92,3122.88,88.88,60.64,500.00,0.25
399.20,598.80,1.60,5413.53,2863.75,93.18,61.47,500.00,0.25
223.20,892.70,0.89,5435.32,2380.74,98.34,62.70,500.00,0.25
622.40,0.00,2.49,5461.86,3126.99,77.96,60.13,600.00,0.25
608.50,152.10,2.43,5423.20,3159.77,83.21,60.22,600.00,0.25
541.70,361.20,2.17,5405.92,3122.88,88.88,60.64,600.00,0.25
399.20,598.80,1.60,5413.53,2863.75,93.18,61.47,600.00,0.25
223.20,892.70,0.89,5435.32,2380.74,98.34,62.70,600.00,0.25
1205.20,0.00,4.82,5330.00,3449.81,94.03,61.73,100.00,0.32
1048.30,262.10,4.19,5292.53,3284.10,98.77,62.66,100.00,0.32
870.10,580.10,3.48,5286.21,3066.87,104.71,64.03,100.00,0.32
650.70,976.00,2.60,5294.98,2738.15,111.97,65.97,100.00,0.32
365.20,1460.70,1.46,5330.14,2267.90,119.06,69.34,100.00,0.32
1205.20,0.00,4.82,5330.00,3449.81,94.03,61.73,200.00,0.32
1048.30,262.10,4.19,5292.53,3284.10,98.77,62.66,200.00,0.32
870.10,580.10,3.48,5286.21,3066.87,104.71,64.03,200.00,0.32
650.70,976.00,2.60,5294.98,2738.14,111.97,65.97,200.00,0.32
365.20,1460.70,1.46,5330.14,2267.90,119.06,69.34,200.00,0.32
1205.20,0.00,4.82,5330.00,3449.81,94.03,61.73,300.00,0.32
1048.30,262.10,4.19,5292.53,3284.10,98.77,62.66,300.00,0.32
870.10,580.10,3.48,5286.21,3066.87,104.71,64.03,300.00,0.32
650.70,976.00,2.60,5294.98,2738.15,111.97,65.97,300.00,0.32
365.20,1460.70,1.46,5330.14,2267.90,119.06,69.34,300.00,0.32
1205.20,0.00,4.82,5330.00,3449.81,94.03,61.73,400.00,0.32
1048.30,262.10,4.19,5292.54,3284.10,98.77,62.66,400.00,0.32
870.10,580.10,3.48,5286.21,3066.87,104.71,64.03,400.00,0.32
650.70,976.00,2.60,5294.98,2738.15,111.97,65.97,400.00,0.32
365.20,1460.70,1.46,5330.14,2267.90,119.06,69.34,400.00,0.32
1205.20,0.00,4.82,5330.00,3449.81,94.03,61.73,500.00,0.32
1048.30,262.10,4.19,5292.53,3284.10,98.77,62.66,500.00,0.32
870.10,580.10,3.48,5286.21,3066.87,104.71,64.03,500.00,0.32
650.70,976.00,2.60,5294.98,2738.15,111.97,65.97,500.00,0.32
365.20,1460.70,1.46,5330.13,2267.90,119.06,69.34,500.00,0.32
1205.20,0.00,4.82,5330.00,3449.81,94.03,61.73,600.00,0.32
1048.30,262.10,4.19,5292.54,3284.10,98.77,62.66,600.00,0.32
870.10,580.10,3.48,5286.21,3066.87,104.71,64.03,600.00,0.32
650.70,976.00,2.60,5294.98,2738.15,111.97,65.97,600.00,0.32
365.20,1460.70,1.46,5330.14,2267.90,119.06,69.34,600.00,0.32
1909.10,0.00,7.64,5167.12,3195.95,111.67,66.06,100.00,0.42
1645.90,411.50,6.58,5111.72,3032.56,117.33,68.74,100.00,0.42
1355.40,903.60,5.42,5106.85,2840.87,124.18,72.45,100.00,0.42
1005.30,1508.00,4.02,5126.06,2554.86,132.21,77.33,100.00,0.42
561.60,2246.40,2.25,5183.89,2125.87,139.36,83.56,100.00,0.42
1909.10,0.00,7.64,5167.12,3195.95,111.67,66.06,200.00,0.42
1645.90,411.50,6.58,5111.72,3032.56,117.33,68.74,200.00,0.42
1355.40,903.60,5.42,5106.85,2840.87,124.18,72.45,200.00,0.42
1005.30,1508.00,4.02,5126.06,2554.86,132.21,77.33,200.00,0.42
561.60,2246.40,2.25,5183.89,2125.87,139.36,83.56,200.00,0.42
1909.10,0.00,7.64,5167.12,3195.95,111.67,66.06,300.00,0.42
1645.90,411.50,6.58,5111.72,3032.56,117.33,68.74,300.00,0.42
1355.40,903.60,5.42,5106.85,2840.87,124.18,72.45,300.00,0.42
1005.30,1508.00,4.02,5126.06,2554.86,132.21,77.33,300.00,0.42
561.60,2246.40,2.25,5183.89,2125.87,139.36,83.56,300.00,0.42
1909.10,0.00,7.64,5167.12,3195.95,111.67,66.06,400.00,0.42
1645.90,411.50,6.58,5111.72,3032.56,117.33,68.74,400.00,0.42
1355.40,903.60,5.42,5106.85,2840.87,124.18,72.45,400.00,0.42
1005.30,1508.00,4.02,5126.06,2554.86,132.21,77.33,400.00,0.42
561.60,2246.40,2.25,5183.89,2125.87,139.36,83.56,400.00,0.42
1909.10,0.00,7.64,5167.12,3195.95,111.67,66.06,500.00,0.42
1645.90,411.50,6.58,5111.72,3032.56,117.33,68.74,500.00,0.42
1355.40,903.60,5.42,5106.85,2840.87,124.18,72.45,500.00,0.42
1005.30,1508.00,4.02,5126.06,2554.86,132.21,77.33,500.00,0.42
561.60,2246.40,2.25,5183.89,2125.87,139.36,83.56,500.00,0.42
1909.10,0.00,7.64,5167.12,3195.95,111.67,66.06,600.00,0.42
1645.90,411.50,6.58,5111.72,3032.56,117.33,68.74,600.00,0.42
1355.40,903.60,5.42,5106.85,2840.87,124.18,72.45,600.00,0.42
1005.30,1508.00,4.02,5126.06,2554.86,132.21,77.33,600.00,0.42
561.60,2246.40,2.25,5183.89,2125.87,139.36,83.56,600.00,0.42
2803.70,0.00,11.22,4953.06,2829.40,129.35,75.58,100.00,0.54
2401.20,600.30,9.61,4876.30,2672.02,135.26,80.10,100.00,0.54
1971.20,1314.10,7.89,4874.28,2507.37,142.42,86.14,100.00,0.54
1449.50,2174.20,5.80,4911.08,2281.70,149.21,93.11,100.00,0.54
810.60,3242.40,3.24,4997.39,1889.74,156.54,101.50,100.00,0.54
2803.70,0.00,11.22,4953.05,2829.39,129.35,75.58,200.00,0.54
2401.20,600.30,9.61,4876.30,2672.02,135.26,80.10,200.00,0.54
1971.20,1314.10,7.89,4874.28,2507.37,142.42,86.14,200.00,0.54
1449.50,2174.20,5.80,4911.08,2281.70,149.21,93.11,200.00,0.54
810.60,3242.40,3.24,4997.39,1889.74,156.54,101.50,200.00,0.54
2803.70,0.00,11.22,4953.05,2829.39,129.35,75.58,300.00,0.54
2401.20,600.30,9.61,4876.30,2672.02,135.26,80.10,300.00,0.54
1971.20,1314.10,7.89,4874.28,2507.37,142.42,86.14,300.00,0.54
1449.50,2174.20,5.80,4911.08,2281.70,149.21,93.11,300.00,0.54
810.60,3242.40,3.24,4997.39,1889.74,156.54,101.50,300.00,0.54
2803.70,0.00,11.22,4953.05,2829.39,129.35,75.58,400.00,0.54
2401.20,600.30,9.61,4876.30,2672.02,135.26,80.10,400.00,0.54
1971.20,1314.10,7.89,4874.28,2507.37,142.42,86.14,400.00,0.54
1449.50,2174.20,5.80,4911.08,2281.70,149.21,93.11,400.00,0.54
810.60,3242.40,3.24,4997.39,1889.74,156.54,101.50,400.00,0.54
2803.70,0.00,11.22,4953.05,2829.39,129.35,75.58,500.00,0.54
2401.20,600.30,9.61,4876.30,2672.02,135.26,80.10,500.00,0.54
1971.20,1314.10,7.89,4874.28,2507.37,142.42,86.14,500.00,0.54
1449.50,2174.20,5.80,4911.08,2281.70,149.21,93.11,500.00,0.54
810.60,3242.40,3.24,4997.39,1889.74,156.54,101.50,500.00,0.54
2803.70,0.00,11.22,4953.06,2829.40,129.35,75.58,600.00,0.54
2401.20,600.30,9.61,4876.30,2672.02,135.26,80.10,600.00,0.54
1971.20,1314.10,7.89,4874.28,2507.37,142.42,86.14,600.00,0.54
1449.50,2174.20,5.80,4911.08,2281.70,149.21,93.11,600.00,0.54
810.60,3242.40,3.24,4997.39,1889.74,156.54,101.50,600.00,0.54
3738.50,0.00,14.95,4720.34,2350.98,143.13,86.94,100.00,0.70
3179.60,794.90,12.72,4624.78,2213.71,148.70,92.55,100.00,0.70
2605.00,1736.60,10.42,4627.55,2090.40,155.24,99.87,100.00,0.70
1919.90,2879.90,7.68,4679.36,1907.22,161.73,108.10,100.00,0.70
1077.60,4310.30,4.31,4795.73,1582.61,168.40,117.38,100.00,0.70
3738.50,0.00,14.95,4720.34,2350.98,143.13,86.94,200.00,0.70
3179.60,794.90,12.72,4624.78,2213.71,148.70,92.55,200.00,0.70
2605.00,1736.60,10.42,4627.55,2090.40,155.24,99.87,200.00,0.70
1919.90,2879.90,7.68,4679.36,1907.22,161.73,108.10,200.00,0.70
1077.60,4310.30,4.31,4795.73,1582.61,168.40,117.38,200.00,0.70
3738.50,0.00,14.95,4720.34,2350.98,143.13,86.94,300.00,0.70
3179.60,794.90,12.72,4624.78,2213.71,148.70,92.55,300.00,0.70
2605.00,1736.60,10.42,4627.55,2090.40,155.24,99.87,300.00,0.70
1919.90,2879.90,7.68,4679.36,1907.22,161.73,108.10,300.00,0.70
1077.60,4310.30,4.31,4795.73,1582.61,168.40,117.38,300.00,0.70
3738.50,0.00,14.95,4720.34,2350.98,143.13,86.94,400.00,0.70
3179.60,794.90,12.72,4624.78,2213.71,148.70,92.55,400.00,0.70
2605.00,1736.60,10.42,4627.55,2090.40,155.24,99.87,400.00,0.70
1919.90,2879.90,7.68,4679.36,1907.22,161.73,108.10,400.00,0.70
1077.60,4310.30,4.31,4795.73,1582.61,168.40,117.38,400.00,0.70
3738.50,0.00,14.95,4720.34,2350.98,143.13,86.94,500.00,0.70
3179.60,794.90,12.72,4624.78,2213.71,148.70,92.55,500.00,0.70
2605.00,1736.60,10.42,4627.55,2090.40,155.24,99.87,500.00,0.70
1919.90,2879.90,7.68,4679.36,1907.22,161.73,108.10,500.00,0.70
1077.60,4310.30,4.31,4795.73,1582.61,168.40,117.38,500.00,0.70
3738.50,0.00,14.95,4720.34,2350.98,143.13,86.94,600.00,0.70
3179.60,794.90,12.72,4624.78,2213.71,148.70,92.55,600.00,0.70
2605.00,1736.60,10.42,4627.55,2090.40,155.24,99.87,600.00,0.70
1919.90,2879.90,7.68,4679.36,1907.22,161.73,108.10,600.00,0.70
1077.60,4310.30,4.31,4795.73,1582.61,168.40,117.38,600.00,0.70
4500.80,0.00,18.00,4523.02,1888.37,151.83,95.95,100.00,0.90
3808.10,952.00,15.23,4413.79,1770.97,156.87,101.90,100.00,0.90
3122.60,2081.80,12.49,4420.10,1670.17,163.05,109.82,100.00,0.90
2313.80,3470.80,9.26,4481.67,1523.38,169.38,118.77,100.00,0.90
1307.40,5229.40,5.23,4620.72,1257.09,175.67,128.50,100.00,0.90
4500.80,0.00,18.00,4523.02,1888.37,151.83,95.95,200.00,0.90
3808.10,952.00,15.23,4413.79,1770.97,156.87,101.90,200.00,0.90
3122.60,2081.80,12.49,4420.10,1670.18,163.05,109.82,200.00,0.90
2313.80,3470.80,9.26,4481.67,1523.37,169.38,118.77,200.00,0.90
