Qoil,Qwater,Qgas,BHP,WHP,WHT,Tsep,Psep,Choke_in
378.90,1515.80,1.14,5330.01,2075.03,119.86,69.91,400.00,0.32
1400.50,0.00,4.20,5306.95,3243.41,95.63,61.77,500.00,0.32
1195.50,298.90,3.59,5269.58,3043.89,100.93,62.78,500.00,0.32
968.60,645.70,2.91,5268.89,2806.68,107.16,64.23,500.00,0.32
699.50,1049.20,2.10,5286.94,2512.06,113.62,66.53,500.00,0.32
378.90,1515.80,1.14,5330.01,2075.03,119.86,69.91,500.00,0.32
1400.50,0.00,4.20,5306.95,3243.41,95.63,61.77,600.00,0.32
1195.50,298.90,3.59,5269.58,3043.89,100.93,62.78,600.00,0.32
968.60,645.70,2.91,5268.89,2806.68,107.16,64.23,600.00,0.32
699.50,1049.20,2.10,5286.94,2512.06,113.62,66.53,600.00,0.32
378.90,1515.80,1.14,5330.01,2075.03,119.86,69.91,600.00,0.32
2189.80,0.00,6.57,5135.58,3001.91,113.01,66.66,100.00,0.42
1853.50,463.40,5.56,5081.39,2812.40,119.35,69.56,100.00,0.42
1493.00,995.40,4.48,5084.90,2605.00,126.61,73.45,100.00,0.42
1072.40,1608.60,3.22,5117.17,2349.44,133.34,78.42,100.00,0.42
580.50,2322.10,1.74,5185.35,1932.84,140.11,84.28,100.00,0.42
2189.80,0.00,6.57,5135.58,3001.91,113.01,66.66,200.00,0.42
1853.50,463.40,5.56,5081.39,2812.41,119.35,69.56,200.00,0.42
1493.00,995.40,4.48,5084.90,2605.00,126.61,73.45,200.00,0.42
1072.40,1608.60,3.22,5117.17,2349.44,133.34,78.42,200.00,0.42
580.50,2322.10,1.74,5185.35,1932.84,140.11,84.28,200.00,0.42
2189.80,0.00,6.57,5135.58,3001.91,113.01,66.66,300.00,0.42
1853.50,463.40,5.56,5081.39,2812.40,119.35,69.56,300.00,0.42
1493.00,995.40,4.48,5084.90,2605.00,126.61,73.45,300.00,0.42
1072.40,1608.60,3.22,5117.17,2349.44,133.34,78.42,300.00,0.42
580.50,2322.10,1.74,5185.35,1932.84,140.11,84.28,300.00,0.42
2189.80,0.00,6.57,5135.58,3001.91,113.01,66.66,400.00,0.42
1853.50,463.40,5.56,5081.39,2812.40,119.35,69.56,400.00,0.42
1493.00,995.40,4.48,5084.90,2605.00,126.61,73.45,400.00,0.42
1072.40,1608.60,3.22,5117.17,2349.44,133.34,78.42,400.00,0.42
580.50,2322.10,1.74,5185.35,1932.84,140.11,84.28,400.00,0.42
2189.80,0.00,6.57,5135.58,3001.91,113.01,66.66,500.00,0.42
1853.50,463.40,5.56,5081.39,2812.40,119.35,69.56,500.00,0.42
1493.00,995.40,4.48,5084.90,2605.00,126.61,73.45,500.00,0.42
1072.40,1608.60,3.22,5117.17,2349.44,133.34,78.42,500.00,0.42
580.50,2322.10,1.74,5185.35,1932.84,140.11,84.28,500.00,0.42
2189.80,0.00,6.57,5135.58,3001.91,113.01,66.66,600.00,0.42
1853.50,463.40,5.56,5081.39,2812.40,119.35,69.56,600.00,0.42
1493.00,995.40,4.48,5084.90,2605.00,126.61,73.45,600.00,0.42
1072.40,1608.60,3.22,5117.17,2349.44,133.34,78.42,600.00,0.42
580.50,2322.10,1.74,5185.35,1932.84,140.11,84.28,600.00,0.42
3191.60,0.00,9.58,4910.85,2641.89,130.62,76.37,100.00,0.54
2678.40,669.60,8.04,4838.56,2467.09,137.14,81.27,100.00,0.54
2143.00,1428.60,6.43,4851.11,2308.13,143.63,87.35,100.00,0.54
1538.70,2308.00,4.62,4901.71,2083.55,150.32,94.36,100.00,0.54
833.60,3334.40,2.50,5002.67,1706.98,157.19,102.19,100.00,0.54
3191.50,0.00,9.58,4910.85,2641.89,130.62,76.37,200.00,0.54
2678.40,669.60,8.04,4838.56,2467.09,137.14,81.27,200.00,0.54
2142.90,1428.60,6.43,4851.11,2308.13,143.63,87.35,200.00,0.54
1538.70,2308.00,4.62,4901.71,2083.55,150.32,94.36,200.00,0.54
833.60,3334.40,2.50,5002.67,1706.98,157.19,102.19,200.00,0.54
3191.60,0.00,9.58,4910.85,2641.89,130.62,76.37,300.00,0.54
2678.40,669.60,8.04,4838.56,2467.09,137.14,81.27,300.00,0.54
2142.90,1428.60,6.43,4851.11,2308.12,143.63,87.35,300.00,0.54
1538.70,2308.00,4.62,4901.71,2083.55,150.32,94.36,300.00,0.54
833.60,3334.40,2.50,5002.67,1706.98,157.19,102.19,300.00,0.54
3191.60,0.00,9.58,4910.85,2641.89,130.62,76.37,400.00,0.54
2678.40,669.60,8.04,4838.56,2467.09,137.14,81.27,400.00,0.54
2142.90,1428.60,6.43,4851.11,2308.13,143.63,87.35,400.00,0.54
1538.70,2308.00,4.62,4901.71,2083.55,150.32,94.36,400.00,0.54
833.60,3334.40,2.50,5002.67,1706.98,157.19,102.19,400.00,0.54
3191.60,0.00,9.58,4910.85,2641.89,130.62,76.37,500.00,0.54
2678.40,669.60,8.04,4838.56,2467.09,137.14,81.27,500.00,0.54
2142.90,1428.60,6.43,4851.11,2308.13,143.63,87.35,500.00,0.54
1538.70,2308.00,4.62,4901.71,2083.56,150.32,94.36,500.00,0.54
833.60,3334.40,2.50,5002.67,1706.98,157.19,102.19,500.00,0.54
3191.60,0.00,9.58,4910.85,2641.89,130.62,76.37,600.00,0.54
2678.40,669.60,8.04,4838.56,2467.09,137.14,81.27,600.00,0.54
2142.90,1428.60,6.43,4851.11,2308.13,143.63,87.35,600.00,0.54
1538.70,2308.00,4.62,4901.71,2083.56,150.32,94.36,600.00,0.54
833.60,3334.40,2.50,5002.67,1706.98,157.19,102.19,600.00,0.54
4213.00,0.00,12.64,4672.29,2188.99,144.07,87.60,100.00,0.70
3505.90,876.50,10.52,4584.56,2046.09,149.64,93.48,100.00,0.70
2812.70,1875.10,8.44,4603.29,1918.64,156.08,100.95,100.00,0.70
2025.80,3038.70,6.08,4672.76,1733.89,162.67,109.26,100.00,0.70
1104.70,4418.80,3.31,4805.30,1423.98,168.73,117.86,100.00,0.70
4213.00,0.00,12.64,4672.29,2188.99,144.07,87.60,200.00,0.70
3505.90,876.50,10.52,4584.56,2046.09,149.64,93.48,200.00,0.70
2812.70,1875.10,8.44,4603.29,1918.64,156.08,100.95,200.00,0.70
2025.80,3038.70,6.08,4672.76,1733.89,162.67,109.26,200.00,0.70
1104.70,4418.80,3.31,4805.30,1423.99,168.73,117.86,200.00,0.70
4213.00,0.00,12.64,4672.29,2188.99,144.07,87.60,300.00,0.70
3505.90,876.50,10.52,4584.56,2046.09,149.64,93.48,300.00,0.70
2812.70,1875.10,8.44,4603.29,1918.64,156.08,100.95,300.00,0.70
2025.80,3038.70,6.08,4672.76,1733.89,162.67,109.26,300.00,0.70
1104.70,4418.80,3.31,4805.30,1423.99,168.73,117.86,300.00,0.70
4213.00,0.00,12.64,4672.29,2188.99,144.07,87.60,400.00,0.70
3505.90,876.50,10.52,4584.56,2046.09,149.64,93.48,400.00,0.70
2812.70,1875.10,8.44,4603.29,1918.64,156.08,100.95,400.00,0.70
2025.80,3038.70,6.08,4672.76,1733.89,162.67,109.26,400.00,0.70
1104.70,4418.80,3.31,4805.30,1423.99,168.73,117.86,400.00,0.70
4213.00,0.00,12.64,4672.29,2188.99,144.07,87.60,500.00,0.70
3505.90,876.50,10.52,4584.56,2046.09,149.64,93.48,500.00,0.70
2812.70,1875.10,8.44,4603.29,1918.64,156.08,100.95,500.00,0.70
2025.80,3038.70,6.08,4672.76,1733.89,162.67,109.26,500.00,0.70
1104.70,4418.80,3.31,4805.30,1423.98,168.73,117.86,500.00,0.70
4213.00,0.00,12.64,4672.29,2188.99,144.07,87.60,600.00,0.70
3505.90,876.50,10.52,4584.56,2046.09,149.64,93.48,600.00,0.70
2812.70,1875.10,8.44,4603.29,1918.64,156.08,100.95,600.00,0.70
2025.80,3038.70,6.08,4672.76,1733.89,162.67,109.26,600.00,0.70
1104.70,4418.80,3.31,4805.30,1423.99,168.73,117.86,600.00,0.70
5030.30,0.00,15.09,4473.15,1757.73,152.27,96.30,100.00,0.90
4173.80,1043.50,12.52,4372.03,1634.25,157.50,102.61,100.00,0.90
3360.20,2240.10,10.08,4394.74,1530.30,163.75,110.80,100.00,0.90
2437.20,3655.90,7.31,4475.20,1383.62,169.99,119.70,100.00,0.90
1338.90,5355.80,4.02,4633.45,1126.16,176.00,129.00,100.00,0.90
5030.30,0.00,15.09,4473.15,1757.73,152.27,96.30,200.00,0.90
4173.80,1043.50,12.52,4372.03,1634.25,157.50,102.61,200.00,0.90
3360.20,2240.10,10.08,4394.74,1530.30,163.75,110.80,200.00,0.90
2437.20,3655.90,7.31,4475.20,1383.62,169.99,119.70,200.00,0.90
1338.90,5355.80,4.02,4633.45,1126.16,176.00,129.00,200.00,0.90
5030.30,0.00,15.09,4473.15,1757.73,152.27,96.30,300.00,0.90
4173.80,1043.50,12.52,4372.03,1634.25,157.50,102.61,300.00,0.90
3360.20,2240.10,10.08,4394.74,1530.30,163.75,110.80,300.00,0.90
2437.20,3655.90,7.31,4475.20,1383.62,169.99,119.70,300.00,0.90
1338.90,5355.80,4.02,4633.45,1126.16,176.00,129.00,300.00,0.90
5030.30,0.00,15.09,4473.15,1757.73,152.27,96.30,400.00,0.90
4173.80,1043.50,12.52,4372.03,1634.25,157.50,102.61,400.00,0.90
3360.20,2240.10,10.08,4394.74,1530.30,163.75,110.80,400.00,0.90
2437.20,3655.90,7.31,4475.20,1383.62,169.99,119.70,400.00,0.90
1338.90,5355.80,4.02,4633.45,1126.16,176.00,129.00,400.00,0.90
5030.30,0.00,15.09,4473.15,1757.73,152.27,96.30,500.00,0.90
4173.80,1043.50,12.52,4372.03,1634.25,157.50,102.61,500.00,0.90
3360.20,2240.10,10.08,4394.74,1530.30,163.75,110.80,500.00,0.90
2437.20,3655.90,7.31,4475.20,1383.62,169.99,119.70,500.00,0.90
1338.90,5355.50,4.02,4633.49,1126.24,176.00,128.99,500.00,0.90
5030.30,0.00,15.09,4473.15,1757.73,152.27,96.30,600.00,0.90
4173.80,1043.50,12.52,4372.03,1634.25,157.50,102.61,600.00,0.90
3360.20,2240.10,10.08,4394.74,1530.30,163.75,110.80,600.00,0.90
2437.20,3655.90,7.31,4475.20,1383.62,169.99,119.70,600.00,0.90
1330.30,5321.30,3.99,4639.78,1138.27,175.75,128.60,600.00,0.90
5571.60,0.00,16.72,4335.87,1434.82,156.67,101.62,100.00,1.16
4619.80,1154.90,13.86,4226.06,1323.48,161.89,108.25,100.00,1.16
3726.90,2484.60,11.18,4251.47,1231.46,167.94,116.69,100.00,1.16
2716.90,4075.40,8.15,4338.94,1107.01,174.10,125.98,100.00,1.16
1499.90,5999.50,4.50,4514.46,890.81,179.84,135.36,100.00,1.16
5571.60,0.00,16.72,4335.87,1434.82,156.67,101.62,200.00,1.16
4619.80,1154.90,13.86,4226.06,1323.48,161.89,108.25,200.00,1.16
3726.90,2484.60,11.18,4251.47,1231.46,167.94,116.69,200.00,1.16
2716.90,4075.40,8.15,4338.94,1107.01,174.10,125.98,200.00,1.16
1499.90,5999.50,4.50,4514.46,890.81,179.84,135.36,200.00,1.16
5571.60,0.00,16.72,4335.87,1434.82,156.67,101.62,300.00,1.16
4619.80,1154.90,13.86,4226.06,1323.48,161.89,108.25,300.00,1.16
3726.90,2484.60,11.18,4251.47,1231.46,167.94,116.69,300.00,1.16
2716.90,4075.40,8.15,4338.94,1107.01,174.10,125.98,300.00,1.16
1499.90,5999.50,4.50,4514.46,890.81,179.84,135.36,300.00,1.16
5571.60,0.00,16.72,4335.87,1434.82,156.67,101.62,400.00,1.16
4619.80,1154.90,13.86,4226.06,1323.48,161.89,108.25,400.00,1.16
3726.90,2484.60,11.18,4251.47,1231.46,167.94,116.69,400.00,1.16
2716.90,4075.40,8.15,4338.94,1107.01,174.10,125.98,400.00,1.16
1495.80,5983.10,4.49,4517.48,897.30,179.74,135.20,400.00,1.16
5571.60,0.00,16.72,4335.87,1434.82,156.67,101.62,500.00,1.16
4619.50,1154.90,13.86,4226.14,1323.67,161.89,108.24,500.00,1.16
3726.00,2484.00,11.18,4251.82,1232.25,167.93,116.67,500.00,1.16
2712.30,4068.50,8.14,4341.22,1112.30,174.04,125.89,500.00,1.16
1474.80,5899.30,4.42,4532.97,927.03,179.24,134.37,500.00,1.16
5568.10,0.00,16.70,4336.78,1437.08,156.65,101.59,600.00,1.16
4612.70,1153.20,13.84,4228.37,1328.86,161.82,108.16,600.00,1.16
3711.70,2474.50,11.14,4257.47,1245.13,167.78,116.46,600.00,1.16
2687.60,4031.30,8.06,4353.47,1136.36,173.74,125.39,600.00,1.16
1446.10,5784.50,4.34,4554.20,972.20,178.56,133.24,600.00,1.16
5873.10,0.00,17.62,4259.37,1242.97,159.12,104.58,100.00,1.50
4865.00,1216.20,14.60,4143.53,1137.56,164.01,111.12,100.00,1.50
3929.90,2619.90,11.79,4171.17,1050.90,170.04,119.77,100.00,1.50
2870.40,4305.60,8.61,4263.04,938.07,176.00,129.04,100.00,1.50
1590.30,6361.30,4.77,4447.16,748.38,181.67,138.52,100.00,1.50
5873.10,0.00,17.62,4259.37,1242.97,159.12,104.58,200.00,1.50
4865.00,1216.20,14.60,4143.53,1137.56,164.01,111.12,200.00,1.50
3929.90,2619.90,11.79,4171.17,1050.90,170.04,119.77,200.00,1.50
2870.40,4305.60,8.61,4263.04,938.07,176.00,129.04,200.00,1.50
1590.30,6361.30,4.77,4447.16,748.38,181.67,138.52,200.00,1.50
5873.10,0.00,17.62,4259.37,1242.97,159.12,104.58,300.00,1.50
4865.00,1216.20,14.60,4143.53,1137.56,164.01,111.12,300.00,1.50
3929.80,2619.80,11.79,4171.22,1051.03,170.04,119.76,300.00,1.50
2869.20,4303.80,8.61,4263.64,939.53,175.98,129.01,300.00,1.50
1580.30,6321.30,4.74,4454.61,763.23,181.47,138.17,300.00,1.50
5868.70,0.00,17.61,4260.52,1242.70,159.09,104.54,400.00,1.50
4859.20,1214.80,14.58,4145.51,1142.38,163.96,111.05,400.00,1.50
3919.40,2612.90,11.76,4175.33,1061.10,169.93,119.61,400.00,1.50
2852.50,4278.80,8.56,4271.87,959.75,175.78,128.68,400.00,1.50
1558.80,6235.40,4.68,4470.60,800.94,181.04,137.43,400.00,1.50
5846.40,0.00,17.54,4266.17,1258.17,158.91,104.32,500.00,1.50
4833.10,1208.30,14.50,4154.39,1164.11,163.75,110.76,500.00,1.50
3889.70,2593.10,11.67,4187.09,1089.08,169.62,119.16,500.00,1.50
2820.90,4231.40,8.46,4287.50,995.33,175.39,128.05,500.00,1.50
1527.60,6110.50,4.58,4493.84,849.11,180.42,136.36,500.00,1.50
5805.70,0.00,17.42,4276.50,1285.96,158.58,103.92,600.00,1.50
4789.10,1197.30,14.37,4169.38,1197.14,163.40,110.26,600.00,1.50
3845.30,2563.50,11.54,4204.63,1127.42,169.16,118.48,600.00,1.50
2778.90,4168.40,8.34,4308.27,1040.06,174.87,127.21,600.00,1.50
1490.70,5962.70,4.47,4521.25,905.46,179.62,135.00,600.00,1.50
6002.60,0.00,18.01,4225.07,1152.10,159.98,105.73,100.00,1.94
4973.50,1243.40,14.92,4106.55,1050.51,164.88,112.34,100.00,1.94
4022.20,2681.50,12.07,4134.66,967.30,171.00,121.17,100.00,1.94
2941.20,4411.80,8.82,4228.01,858.82,176.87,130.45,100.00,1.94
1630.80,6523.30,4.89,4417.01,679.40,182.47,139.91,100.00,1.94
6002.60,0.00,18.01,4225.07,1152.10,159.98,105.73,200.00,1.94
4973.40,1243.30,14.92,4106.58,1050.57,164.88,112.34,200.00,1.94
4022.00,2681.30,12.07,4134.75,967.55,171.00,121.16,200.00,1.94
2939.10,4408.70,8.82,4229.04,861.38,176.85,130.41,200.00,1.94
1624.40,6497.50,4.87,4421.81,691.49,182.35,139.69,200.00,1.94
5993.80,0.00,17.98,4227.38,1158.50,159.92,105.66,300.00,1.94
4961.10,1240.30,14.88,4110.77,1061.15,164.78,112.20,300.00,1.94
4007.20,2671.40,12.02,4140.61,982.36,170.84,120.94,300.00,1.94
2919.70,4379.50,8.76,4238.67,881.64,176.61,130.02,300.00,1.94
1605.20,6420.90,4.82,4436.07,724.66,181.97,139.03,300.00,1.94
5967.30,0.00,17.90,4234.42,1178.02,159.75,105.42,400.00,1.94
4931.50,1232.90,14.80,4120.85,1084.47,164.54,111.87,400.00,1.94
3975.80,2650.50,11.93,4153.03,1009.22,170.52,120.46,400.00,1.94
2891.60,4337.40,8.68,4252.54,914.91,176.26,129.46,400.00,1.94
1577.10,6308.50,4.73,4456.99,768.71,181.41,138.06,400.00,1.94
5924.90,0.00,17.78,4245.66,1205.47,159.46,105.04,500.00,1.94
4893.20,1223.30,14.68,4133.90,1116.95,164.23,111.44,500.00,1.94
3938.70,2625.80,11.82,4167.69,1045.56,170.13,119.90,500.00,1.94
2852.80,4279.20,8.56,4271.75,957.01,175.78,128.69,500.00,1.94
1543.60,6174.30,4.63,4481.96,821.54,180.74,136.91,500.00,1.94
5876.40,0.00,17.63,4258.49,1240.59,159.14,104.61,600.00,1.94
4842.80,1210.70,14.53,4151.09,1155.83,163.83,110.87,600.00,1.94
3889.40,2592.90,11.67,4187.18,1089.12,169.62,119.15,600.00,1.94
2809.10,4213.70,8.43,4293.34,1007.06,175.24,127.82,600.00,1.94
1505.40,6021.70,4.52,4510.35,881.19,179.97,135.58,600.00,1.94
6054.30,0.00,18.16,4211.37,1117.35,160.33,106.20,100.00,2.50
5014.20,1253.50,15.04,4092.69,1016.95,165.21,112.80,100.00,2.50
4057.80,2705.20,12.17,4120.14,934.83,171.31,121.65,100.00,2.50
2966.20,4449.30,8.90,4215.64,827.86,177.18,130.95,100.00,2.50
1645.90,6583.50,4.94,4405.80,656.53,182.77,140.43,100.00,2.50
6048.10,0.00,18.14,4212.99,1121.88,160.29,106.14,200.00,2.50
5006.40,1251.60,15.02,4095.35,1023.72,165.15,112.72,200.00,2.50
4045.40,2696.90,12.14,4125.22,943.58,171.20,121.48,200.00,2.50
2955.80,4433.80,8.87,4220.77,841.16,177.06,130.74,200.00,2.50
1634.30,6537.00,4.90,4414.45,677.99,182.54,140.03,200.00,2.50
6023.10,0.00,18.07,4219.63,1136.82,160.12,105.92,300.00,2.50
4985.00,1246.30,14.96,4102.61,1042.16,164.97,112.47,300.00,2.50
4024.90,2683.30,12.08,4133.56,964.52,171.02,121.21,300.00,2.50
2934.70,4402.10,8.80,4231.22,866.81,176.79,130.32,300.00,2.50
1612.00,6447.90,4.84,4431.04,712.40,182.10,139.26,300.00,2.50
5991.90,0.00,17.98,4227.89,1159.87,159.91,105.64,400.00,2.50
4950.40,1237.60,14.85,4114.41,1068.20,164.70,112.08,400.00,2.50
3991.50,2661.00,11.98,4146.80,993.80,170.68,120.70,400.00,2.50
2903.90,4355.90,8.71,4246.45,901.24,176.41,129.71,400.00,2.50
1583.10,6332.60,4.75,4452.50,757.91,181.53,138.27,400.00,2.50
5947.60,0.00,17.84,4239.64,1189.26,159.62,105.25,500.00,2.50
4910.80,1227.70,14.73,4127.92,1102.06,164.38,111.64,500.00,2.50
3953.00,2635.40,11.86,4162.02,1031.52,170.28,120.12,500.00,2.50
2864.70,4297.00,8.59,4265.87,944.61,175.93,128.92,500.00,2.50
1549.90,6199.50,4.65,4477.27,812.15,180.87,137.12,500.00,2.50
5897.20,0.00,17.69,4253.00,1225.58,159.28,104.80,600.00,2.50
4859.20,1214.80,14.58,4145.50,1142.03,163.96,111.05,600.00,2.50
3903.10,2602.00,11.71,4181.79,1075.94,169.76,119.36,600.00,2.50
2820.30,4230.50,8.46,4287.80,995.82,175.38,128.04,600.00,2.50
1510.60,6042.40,4.53,4506.52,872.56,180.08,135.77,600.00,2.50
806.00,0.00,2.82,5426.93,3432.94,82.09,60.12,100.00,0.25
697.70,174.40,2.44,5402.87,3218.62,85.57,60.29,100.00,0.25
569.10,379.40,1.99,5401.09,3042.05,89.42,60.83,100.00,0.25
413.90,620.80,1.45,5410.84,2768.21,93.73,61.63,100.00,0.25
228.00,912.10,0.80,5434.62,2286.12,98.80,62.83,100.00,0.25
791.60,0.00,2.77,5430.02,3379.28,81.70,60.12,200.00,0.25
697.70,174.40,2.44,5402.87,3218.62,85.57,60.29,200.00,0.25
569.10,379.40,1.99,5401.09,3042.05,89.42,60.83,200.00,0.25
413.90,620.80,1.45,5410.84,2768.21,93.73,61.63,200.00,0.25
228.00,912.10,0.80,5434.62,2286.12,98.80,62.83,200.00,0.25
773.70,0.00,2.71,5433.87,3315.24,81.21,60.12,300.00,0.25
697.70,174.40,2.44,5402.87,3218.62,85.57,60.29,300.00,0.25
569.10,379.40,1.99,5401.09,3042.05,89.42,60.83,300.00,0.25
413.90,620.80,1.45,5410.84,2768.21,93.73,61.63,300.00,0.25
228.00,912.10,0.80,5434.62,2286.12,98.80,62.83,300.00,0.25
757.10,0.00,2.65,5437.42,3260.76,80.75,60.11,400.00,0.25
697.70,174.40,2.44,5402.87,3218.62,85.57,60.29,400.00,0.25
569.10,379.40,1.99,5401.09,3042.05,89.42,60.83,400.00,0.25
413.90,620.80,1.45,5410.84,2768.21,93.73,61.63,400.00,0.25
228.00,912.10,0.80,5434.62,2286.12,98.80,62.83,400.00,0.25
744.60,0.00,2.61,5440.11,3225.30,80.41,60.11,500.00,0.25
697.70,174.40,2.44,5402.87,3218.62,85.57,60.29,500.00,0.25
569.10,379.40,1.99,5401.09,3042.05,89.42,60.83,500.00,0.25
413.90,620.80,1.45,5410.84,2768.21,93.73,61.63,500.00,0.25
228.00,912.10,0.80,5434.62,2286.12,98.80,62.83,500.00,0.25
737.90,0.00,2.58,5441.56,3213.69,80.23,60.11,600.00,0.25
697.70,174.40,2.44,5402.87,3218.62,85.57,60.29,600.00,0.25
569.10,379.40,1.99,5401.09,3042.05,89.42,60.83,600.00,0.25
413.90,620.80,1.45,5410.84,2768.21,93.73,61.63,600.00,0.25
228.00,912.10,0.80,5434.62,2286.12,98.80,62.83,600.00,0.25
1294.60,0.00,4.53,5319.09,3361.34,94.74,61.77,100.00,0.32
1117.10,279.30,3.91,5281.36,3178.09,99.77,62.73,100.00,0.32
917.00,611.30,3.21,5277.52,2947.37,105.87,64.14,100.00,0.32
675.60,1013.40,2.37,5290.20,2619.94,113.07,66.10,100.00,0.32
371.90,1487.60,1.30,5329.87,2177.15,119.44,69.62,100.00,0.32
1294.60,0.00,4.53,5319.09,3361.34,94.74,61.77,200.00,0.32
1117.10,279.30,3.91,5281.36,3178.10,99.77,62.73,200.00,0.32
917.00,611.30,3.21,5277.52,2947.37,105.87,64.14,200.00,0.32
675.60,1013.40,2.37,5290.20,2619.94,113.07,66.10,200.00,0.32
371.90,1487.60,1.30,5329.87,2177.15,119.44,69.62,200.00,0.32
1294.60,0.00,4.53,5319.09,3361.34,94.74,61.77,300.00,0.32
1117.10,279.30,3.91,5281.36,3178.09,99.77,62.73,300.00,0.32
917.00,611.30,3.21,5277.52,2947.37,105.87,64.14,300.00,0.32
675.60,1013.40,2.37,5290.20,2619.94,113.07,66.10,300.00,0.32
371.90,1487.60,1.30,5329.87,2177.15,119.44,69.62,300.00,0.32
1294.60,0.00,4.53,5319.09,3361.34,94.74,61.77,400.00,0.32
1117.10,279.30,3.91,5281.36,3178.09,99.77,62.73,400.00,0.32
917.00,611.30,3.21,5277.52,2947.37,105.87,64.14,400.00,0.32
675.60,1013.40,2.37,5290.20,2619.94,113.07,66.10,400.00,0.32
371.90,1487.60,1.30,5329.87,2177.15,119.44,69.62,400.00,0.32
1294.60,0.00,4.53,5319.09,3361.34,94.74,61.77,500.00,0.32
1117.10,279.30,3.91,5281.36,3178.10,99.77,62.73,500.00,0.32
917.00,611.30,3.21,5277.52,2947.37,105.87,64.14,500.00,0.32
675.60,1013.40,2.37,5290.20,2619.94,113.07,66.10,500.00,0.32
371.90,1487.60,1.30,5329.87,2177.15,119.44,69.62,500.00,0.32
1294.60,0.00,4.53,5319.09,3361.34,94.74,61.77,600.00,0.32
1117.10,279.30,3.91,5281.36,3178.09,99.77,62.73,600.00,0.32
917.00,611.30,3.21,5277.52,2947.37,105.87,64.14,600.00,0.32
675.60,1013.40,2.37,5290.20,2619.94,113.07,66.10,600.00,0.32
371.90,1487.60,1.30,5329.87,2177.15,119.44,69.62,600.00,0.32
2038.60,0.00,7.14,5151.97,3112.80,112.21,66.37,100.00,0.42
1743.10,435.80,6.10,5096.85,2934.78,118.23,69.15,100.00,0.42
1421.10,947.40,4.97,5095.67,2732.82,125.31,72.95,100.00,0.42
1037.90,1556.90,3.63,5121.16,2459.76,132.78,77.85,100.00,0.42
571.00,2284.00,2.00,5184.18,2034.86,139.73,83.92,100.00,0.42
2038.60,0.00,7.14,5151.97,3112.80,112.21,66.37,200.00,0.42
1743.10,435.80,6.10,5096.85,2934.78,118.23,69.15,200.00,0.42
1421.10,947.40,4.97,5095.67,2732.82,125.31,72.95,200.00,0.42
1037.90,1556.90,3.63,5121.16,2459.76,132.78,77.85,200.00,0.42
571.00,2284.00,2.00,5184.18,2034.86,139.73,83.92,200.00,0.42
2038.60,0.00,7.14,5151.97,3112.80,112.21,66.37,300.00,0.42
1743.10,435.80,6.10,5096.85,2934.78,118.23,69.15,300.00,0.42
1421.10,947.40,4.97,5095.67,2732.82,125.31,72.95,300.00,0.42
1037.90,1556.90,3.63,5121.16,2459.76,132.78,77.85,300.00,0.42
571.00,2284.00,2.00,5184.18,2034.86,139.73,83.92,300.00,0.42
2038.60,0.00,7.14,5151.97,3112.80,112.21,66.37,400.00,0.42
1743.10,435.80,6.10,5096.85,2934.78,118.23,69.15,400.00,0.42
1421.10,947.40,4.97,5095.67,2732.82,125.31,72.95,400.00,0.42
1037.90,1556.90,3.63,5121.16,2459.76,132.78,77.85,400.00,0.42
571.00,2284.00,2.00,5184.18,2034.86,139.73,83.92,400.00,0.42
2038.60,0.00,7.14,5151.97,3112.80,112.21,66.37,500.00,0.42
1743.10,435.80,6.10,5096.85,2934.78,118.23,69.15,500.00,0.42
1421.10,947.40,4.97,5095.67,2732.82,125.31,72.95,500.00,0.42
1037.90,1556.90,3.63,5121.16,2459.76,132.78,77.85,500.00,0.42
571.00,2284.00,2.00,5184.18,2034.86,139.73,83.92,500.00,0.42
2038.60,0.00,7.14,5151.97,3112.80,112.21,66.37,600.00,0.42
1743.10,435.80,6.10,5096.85,2934.78,118.23,69.15,600.00,0.42
1421.10,947.40,4.97,5095.67,2732.82,125.31,72.95,600.00,0.42
1037.90,1556.90,3.63,5121.15,2459.76,132.78,77.85,600.00,0.42
571.00,2284.00,2.00,5184.18,2034.86,139.73,83.92,600.00,0.42
2984.50,0.00,10.45,4932.28,2747.64,129.85,75.97,100.00,0.54
2533.00,633.20,8.87,4857.13,2579.95,136.10,80.68,100.00,0.54
2054.80,1369.80,7.19,4861.91,2413.65,143.14,86.76,100.00,0.54
1492.90,2239.30,5.23,4905.69,2189.63,149.73,93.71,100.00,0.54
822.30,3289.00,2.88,4999.24,1803.49,156.88,101.86,100.00,0.54
2984.50,0.00,10.45,4932.28,2747.64,129.85,75.97,200.00,0.54
2533.00,633.20,8.87,4857.13,2579.95,136.10,80.68,200.00,0.54
2054.80,1369.80,7.19,4861.91,2413.65,143.14,86.76,200.00,0.54
1492.90,2239.30,5.23,4905.69,2189.63,149.73,93.71,200.00,0.54
822.30,3289.00,2.88,4999.24,1803.49,156.88,101.86,200.00,0.54
2984.50,0.00,10.45,4932.28,2747.64,129.85,75.97,300.00,0.54
2533.00,633.20,8.87,4857.13,2579.95,136.10,80.68,300.00,0.54
2054.80,1369.80,7.19,4861.91,2413.65,143.14,86.76,300.00,0.54
1492.90,2239.30,5.23,4905.69,2189.63,149.73,93.71,300.00,0.54
